,y_test,prediction
1421,2375.5744,2366.474068300563
1461,3914.904,3009.7314824315
530,1960.781,1637.5612640574907
5861,3364.9532,2853.050056734419
4291,517.3266,430.3203110823493
7924,276.9728,652.2566579013543
7112,1278.336,1300.0024568560148
1460,4247.804,3772.7919721835183
7205,3004.0896,2082.7404145939026
7890,2554.0088,1484.0649484426137
291,3866.9664,4789.314900093257
3197,3981.484,5463.161673985672
8488,2756.412,5211.633113730966
4348,2048.6666,2034.6382991318053
1352,2356.932,1900.9704165694745
2529,5972.226,5473.8047727000485
1710,6769.8544,5473.8047727000485
2635,5470.8786,4714.052689216102
4578,1384.864,1635.2718360095582
3363,3572.017,3001.222983069155
6804,1597.92,1074.8258381623546
4222,3200.5006,4777.822201432576
6472,3202.498,3812.8378292772936
4644,3235.788,1926.7167886470395
6179,555.2772,501.02650346583397
1861,2885.5772,4031.455072658384
3598,218.3824,267.55595728288756
1523,5478.2024,5473.8047727000485
6404,4508.1318,3001.222983069155
5820,1090.5804,845.5102167972748
48,2576.646,1061.7123355037986
4583,743.0328,533.1787381096677
3791,968.739,3043.240223869293
3635,759.012,533.1787381096677
321,4950.8888,3750.12240012446
4724,3044.7034,2858.3759282064498
1819,1012.016,2056.990936579472
6306,1017.3424,2114.023400842666
2306,3169.208,3043.909922198751
2355,4653.942,2375.0524075625945
4630,1151.1682,982.1959317228522
1946,3448.844,2857.7952344184746
7712,1241.0512,2447.1726016712873
5377,985.384,2046.1012948506238
2455,3506.7686,2375.0524075625945
6888,203.7348,639.1899951512491
7579,1388.8588,1600.9326122806042
6224,761.0094,1370.2720527706686
4430,2684.5056,1857.1229876818531
8256,1358.232,2801.7749904006514
8086,3825.6868,3588.328303717205
5357,5327.0658,3803.2396425630536
840,1406.1696,1429.1481422456595
8078,5145.3024,3902.250464686054
6528,412.796,168.5469270952343
6475,2277.036,2034.6382991318053
3013,735.709,968.5076878162627
667,1325.6078,1996.1110356378415
6193,3475.476,3046.796753160822
1380,1575.2828,532.5694151500248
4677,1186.4556,1662.9004567725526
4993,331.5684,960.1516825100331
7957,894.8352,2099.178152746117
3553,731.0484,2037.7872749505384
3943,3327.6684,2495.030925490998
1469,2863.6058,2740.415021389109
2436,908.817,2131.544586656825
3814,2649.884,3906.9473719735965
1216,1303.6364,1936.731938594425
4031,221.7114,263.40187549819626
5056,1805.6496,1326.928972282739
8108,1731.08,1380.086647633344
5007,2302.3364,2037.7872749505384
3114,459.402,532.5694151500248
3615,460.7336,3902.2129465981907
4003,1810.976,1879.8183079683326
5668,2530.04,4061.613402408756
2252,283.6308,298.96091669849704
5814,283.6308,1530.3936215131368
1748,2406.867,2585.16626376295
133,101.2016,266.3316741627746
1785,3171.8712,3991.494341955183
1238,3559.3668,3087.3013779782946
8240,882.185,646.5315822742084
7789,838.908,667.9753413262792
5548,2956.152,2885.7675937296167
1957,3067.3406,2865.7144704475354
1453,3731.809,3054.807318979327
2182,1113.2176,1621.2542600284023
8081,1872.2296,1600.9326122806042
7416,185.0924,230.81211412330074
5682,1701.7848,2878.0607366425897
4651,2048.6666,2034.6382991318053
3682,2556.672,3780.658413183405
8303,5313.7498,3965.9907469324853
1398,5191.2426,3917.954295543332
8185,1084.5882,2034.6382991318053
4016,596.5568,343.37645422524787
2078,1022.6688,1099.0041856281596
124,866.8716,1104.1756855234207
6202,1549.9824,3044.4288722618217
2826,995.371,3022.526024073677
2044,805.618,653.0171528071172
3136,3858.9768,3045.0985705912794
4162,2992.771,1626.6177687512939
4389,89.883,212.32312716096112
1868,1244.3802,2859.5645765989775
3657,2739.1012,2040.3835396033453
2738,1861.5768,2376.96406736909
5679,2596.62,2967.0889621164993
7271,1298.31,974.7181010258864
8505,2117.244,3568.0321823594354
5191,1301.639,1229.1862324944218
6811,75.9012,163.69353881927861
3733,569.259,5377.353497117379
6958,466.06,669.2769489373121
5186,2799.689,1580.679175028442
976,474.0496,288.7181771581573
4749,908.1512,1354.960624288654
2916,2536.698,2797.0167086650454
5020,619.8598,1575.067685252275
2149,1537.998,1619.6720321148598
7226,579.246,1879.8183079683326
7980,171.7764,208.2051753402219
185,1012.016,1609.2729946172997
843,2896.23,1893.6255720786708
1815,1977.426,3054.807318979327
3908,1304.968,1583.923978317479
5045,593.2278,3135.00581837348
5695,1436.7964,990.4608803023792
7193,2037.348,2031.8428452731603
3872,2556.672,2857.7952344184746
8206,360.8636,431.17109340036717
1051,1810.976,2967.0889621164993
4812,91.8804,205.1437992873701
4721,1145.176,1094.0756684350872
6365,1677.816,1748.8833080703562
6208,183.7608,232.66347330431378
3435,5069.4012,3040.3533929072228
3071,3691.1952,2824.197488439199
4382,889.5088,533.1787381096677
2164,910.8144,672.8309869014851
5526,329.571,280.8102443607688
5344,135.8232,195.0266089646649
7995,4037.4112,3805.0234096498407
5651,1340.2554,2034.6382991318053
2272,1478.076,762.8011520236652
2846,492.692,3753.1948369795527
475,1193.1136,1451.0897383774384
5537,690.4346,668.3935027293682
8403,3984.1472,2845.3213616234543
6030,2390.8878,2046.1012948506238
7948,2848.2924,2046.1012948506238
4586,2053.3272,2854.7631024385314
8171,222.3772,1746.5018283886002
597,5770.4886,3763.527412986928
3432,88.5514,206.85398292171064
4141,5000.8238,4789.314900093257
8458,452.744,532.5694151500248
1246,1619.2256,1624.4103337864549
3220,2530.7058,2010.8610318432222
1387,1989.4104,1854.3636011398494
2938,798.96,1625.9925616999972
1167,1737.738,1580.679175028442
6810,3589.9936,3719.368906372636
6470,4152.5946,3012.61831339357
3200,2040.0112,4071.45901711345
1995,732.38,651.9493959665422
5983,1627.881,1662.9004567725526
6328,1310.2944,1658.5276930975433
6610,758.3462,663.9108081835719
153,898.83,672.8309869014851
4706,4306.3944,3049.5102824972832
8218,3825.6868,2366.474068300563
1761,2841.6344,2104.810472307736
3701,1970.768,1609.2729946172997
275,7298.4996,4789.314900093257
4991,8508.924,3932.9483623516653
143,2676.516,2857.7210930115625
5743,4807.076,4058.6927246412733
6701,1298.31,1606.766042807209
3431,679.116,989.2917427730786
5876,219.714,280.8102443607688
7560,7322.4684,3009.7314824315
7983,2552.6772,2183.015657215006
5984,143.8128,762.8317639860928
2717,4063.3774,3785.8014987395804
4880,335.5632,649.0298142633828
3164,455.4072,533.1787381096677
7306,1062.6168,649.4924066446755
4390,683.1108,1887.7164773789686
7985,2916.204,2366.474068300563
7611,1290.9862,2988.9047332287028
272,1929.4884,1548.2065639931711
2648,6306.4576,5456.76246684111
875,2808.3444,2366.474068300563
3098,9467.676,5473.8047727000485
1926,2167.8448,3046.796753160822
6798,175.7712,211.91305895085313
4166,1904.188,1580.679175028442
7025,6076.0908,3903.152912809988
5114,351.5424,691.2020566084715
6339,976.7286,1662.9004567725526
2243,2037.348,3953.2847471836153
3662,3621.2862,2814.5224339582487
2406,3243.7776,1874.1312941892527
8228,1813.6392,2370.8463607810645
2460,2187.153,2366.474068300563
6467,2603.278,1874.1312941892527
7332,431.4384,279.08687666187654
7225,4194.54,3664.1122621565014
7809,1342.2528,532.375049057366
6204,677.1186,533.1787381096677
5430,1576.6144,3051.1502667851037
3563,801.6232,1033.3862345947489
6596,1705.1138,2116.4634796616056
1433,843.5686,1919.4772166739556
6153,2067.309,2365.8295239125846
751,3435.528,2856.606586025947
6051,5779.144,3588.328303717205
1916,2181.1608,2034.6382991318053
3652,2940.1728,2605.1124430627287
8243,2362.9242,2951.6844912956485
1008,1334.2632,1662.9004567725526
3617,591.2304,809.0605184309123
2393,1168.479,670.3041850417098
472,8114.7704,5211.633113730966
5094,894.8352,680.0299667213912
4838,509.337,1628.1999966648361
4774,2283.0282,4058.575320117882
2036,1911.5118,2854.7631024385314
2545,739.038,2037.7872749505384
8280,4326.3684,3696.4674491268106
4945,1403.5064,1392.9192901366214
3169,1488.7288,1874.1312941892527
4500,1332.2658,981.67538581101
2017,756.3488,504.54219114060453
7710,255.6672,656.5636330599585
3885,343.5528,1049.7627911491054
439,3600.6464,3856.8663728408783
263,5359.69,3781.3738238917267
7319,3316.3498,3046.796753160822
5092,229.701,249.2064383153177
7321,1651.184,2679.662809178404
893,729.051,2366.474068300563
1479,4492.8184,2582.5309979523754
1129,174.4396,220.83434742881053
7379,555.2772,480.1465201081469
6809,4731.1748,4007.6191258690033
8270,1937.478,2990.3864236326144
2971,1757.712,1528.810399170406
2402,3756.4436,3367.5924452568115
2247,5105.3544,3041.542041299751
121,2085.9514,2497.978024972262
818,322.2472,1490.2944464885254
4700,2759.0752,2814.5224339582487
4448,181.0976,724.9838059197589
4346,9251.9568,5473.8047727000485
1906,4916.933,3059.3592785911706
7097,3635.268,2131.544586656825
6318,253.004,766.7801640843506
5768,2708.4744,2366.474068300563
1457,2826.321,3040.3533929072228
6580,3803.0496,2460.7601594272674
4658,543.2928,684.544876819993
7592,6066.7696,4829.414333278131
8191,1286.3256,687.8271746823202
2150,1687.1372,2031.8428452731603
496,2348.9424,3018.969494782149
7422,868.869,1617.960196198475
2646,3282.394,1584.1849438588
735,1751.054,2856.4693035104465
7360,2748.4224,3950.508670722397
2456,3560.6984,2082.7404145939026
4799,454.0756,666.3253624237504
5566,986.7156,654.0651065426812
5988,2217.114,3861.527047790362
6143,787.6414,1854.3636011398494
2608,1949.4624,2031.8428452731603
6023,1492.0578,990.54168743604
3192,387.4956,531.1841028992272
812,3617.9572,2671.56755555353
5806,622.523,672.8309869014851
1775,2748.4224,2752.2327829075766
146,6301.1312,3934.071535210468
3669,1312.9576,1242.399375367614
206,780.9834,757.1399522620867
1294,5382.993,4053.8525747356216
3719,1038.648,1421.952529214467
2103,5768.4912,3940.398743065382
2876,885.514,1060.890441030548
3699,415.4592,642.9573168214234
5358,4288.4178,3856.8663728408783
4762,2024.032,1638.5750650491473
6266,89.2172,199.91408316987548
3689,671.1264,690.7230047437056
8382,3103.9596,2366.474068300563
2670,1611.236,2638.7294407929558
240,6795.1548,3892.3744162744574
579,1547.3192,1716.8001189019985
6256,1771.028,1540.4077092909085
698,761.0094,533.1787381096677
4490,402.809,1352.308321263431
4279,1895.5326,2366.474068300563
142,2143.876,1635.2718360095582
3263,3318.3472,3929.6238018408285
6924,1102.5648,1522.4423051496292
3501,5145.3024,3973.8180223733148
1856,2181.1608,1628.1999966648361
6548,447.4176,968.5076878162627
3021,2721.7904,1617.960196198475
7127,539.298,1656.945465184001
2372,3803.0496,2876.426638846467
4183,355.5372,1055.3394270808658
6137,3635.268,3963.5516105253478
6327,344.8844,430.3203110823493
7992,2440.8228,3043.2550870038644
5418,4729.8432,3054.807318979327
2465,4580.704,3948.958938897928
991,9133.4444,5473.8047727000485
6330,2143.876,1176.8288601101187
3054,142.4812,298.80077513425766
7439,2816.334,2395.560274193447
3890,1561.9668,4060.54493571901
2636,2673.8528,2795.536206550544
899,1725.7536,3831.48563878252
6010,1278.336,1632.6758071043594
4426,1105.8938,1609.2729946172997
1399,1808.9786,1582.6027159452576
252,759.012,985.3055507824462
7596,3735.8038,2996.7728709612798
1839,363.5268,472.3023990699221
718,2358.2636,2745.1827439172625
8235,551.2824,489.3215756488772
5023,2546.685,1626.6177687512939
2962,774.9912,533.1787381096677
3860,639.168,1099.0041856281596
2131,115.8492,285.7127330428449
6323,2410.196,2996.7728709612798
6972,1944.136,3048.5372603513374
8519,549.285,1648.0614930072218
2535,8760.5964,3945.5378689853487
5432,2852.2872,1626.6177687512939
7753,457.4046,343.7865224353559
8104,1470.0864,2037.7872749505384
3658,5093.37,2967.0889621164993
7037,539.298,1532.0258243958895
3942,4725.8484,3040.9793753150198
756,1061.951,1580.679175028442
1182,366.19,656.0129717075736
3233,1388.8588,1606.766042807209
5216,2783.044,3001.222983069155
3998,529.311,1645.2627983346629
3757,8958.339,5463.161673985672
7465,2302.3364,2664.1000962022863
4480,3797.7232,2683.303983136383
8149,202.4032,1625.9925616999972
1843,1468.089,2654.1461574076993
230,4769.1254,4659.107421826294
2043,1637.868,1665.2819364543082
2994,3079.9908,2856.606586025947
6049,923.4646,745.8063445919964
5436,767.0016,756.8561272996889
5690,4869.6612,3663.2394116188398
7640,697.7584,1392.6523606787384
5796,5339.0502,2998.296466548424
8230,703.0848,700.8759897424719
6685,515.3292,430.92963404199213
731,1039.9796,769.1011913921888
7093,1037.3164,1054.170289551565
1369,1985.4156,2202.400807226855
4587,3159.8868,2373.3868334226277
2943,575.2512,515.1763013764374
695,2488.7604,2996.7728709612798
7249,1829.6184,2375.0524075625945
1670,255.0014,532.5694151500248
5124,847.5634,683.075966771277
4792,2444.8176,2243.8834089971733
8094,116.515,287.120807102886
1120,1482.0708,532.5694151500248
3822,1754.383,1094.0756684350872
3281,3440.8544,2894.6186325686053
6883,150.4708,215.5106674925321
3027,5920.2936,2656.741126546249
7681,575.2512,766.4119450174782
5751,490.6946,678.828878365441
7175,2293.681,2807.2626351602867
1202,2233.0932,2856.606586025947
6856,2526.711,3942.7104072664965
3170,663.1368,1769.7619053060719
4747,3263.7516,2798.342639573073
3542,5512.824,3942.255082468959
6886,8217.3036,5473.8047727000485
113,4097.3332,2996.7728709612798
5473,3846.9924,3621.0096985965556
4771,3057.3536,3045.0985705912794
2759,1540.6612,1900.9704165694745
7685,942.7728,3796.467080765071
2936,1261.691,3902.5716757359955
8451,3254.4304,4078.8969600772994
6516,1937.478,2993.9429529241424
2909,905.488,1071.8775979025436
3939,1151.1682,2684.959845660448
1696,254.3356,533.1787381096677
2063,1779.0176,1859.5390083068037
6603,958.752,1645.0848002361076
2228,969.4048,3942.255082468959
3253,1231.73,2040.3835396033453
3378,1757.712,1890.4417894179485
4064,1989.4104,3887.4155135567353
6214,1410.8302,2967.0889621164993
1043,7152.0236,4789.314900093257
1531,2043.3402,1100.3677697243597
6065,3954.852,3024.266531264193
12,1589.2646,2366.474068300563
1564,6179.9556,2960.6602093090687
6403,2106.5912,2366.474068300563
1568,2173.1712,2104.810472307736
4508,508.6712,2104.810472307736
1982,1603.2464,1893.6255720786708
5765,4180.5582,2857.350531325248
3519,2087.283,1648.0614930072218
2055,37.2848,203.16116738071153
1867,209.727,533.1787381096677
6782,3020.0688,3862.578966732781
6736,1442.7886,2140.721751097302
1567,3095.97,3765.041922640093
5489,607.2096,1606.766042807209
8217,2726.451,2988.7804102732275
2521,4234.488,2858.3759282064498
5342,2540.6928,3682.340304380376
5101,219.0482,533.1787381096677
6263,2808.3444,2366.474068300563
4598,7150.692,5473.8047727000485
1678,1277.0044,2985.2238809816995
7524,3295.71,2140.721751097302
3367,355.5372,1077.5212154057879
4986,2306.997,1680.5203880891754
7589,1960.1152,2037.7872749505384
1086,4420.912,3852.9255531138588
6914,1340.2554,1947.603581338591
1983,2709.806,2034.6382991318053
806,2037.348,2803.7527857892683
4717,37.9506,199.54664400545448
7754,1118.544,760.6854599544564
678,2870.9296,2140.721751097302
1318,2864.2716,2553.13673150594
6661,3111.9492,2660.5161054243554
2193,1062.6168,2854.8193989149213
2310,2067.309,3942.7104072664965
2229,4933.578,3009.1744709315435
6546,3139.9128,2856.606586025947
7652,1062.6168,767.3193081876432
7811,4170.5712,2375.0524075625945
